fhdi_drug_id,drug_name,synonyms,drug_type,summary,formula
d00289,perphenazine,chlorperphenazine chlorpiprazine decentan emesinal etaperazin etaperazine ethaperazine fentazinpzc perfenazina perfenazine perphenan perphenazin perphenazinum thilatazin tranquisan trifaron trilafon trilifan triphenot perfenazina italian perphenazine trilafon perphenazine maleate p 6402 sch 3940 apoperphenazine fmon perfenazina innspanish perphenazinum innlatin sch3940 siquil tn triavil tn perphenazine innbanjan perphenazine jp15uspinn gamma4betahydroxyethylpiperazin1ylpropyl2chlorophenothiazine gamma4betahydroxyethylpiperazin1ylpropyl2chlorophenothiazine 112idrossietil432cloro10fenotiazilpropilpiperazina 112idrossietil432cloro10fenotiazilpropilpiperazina italian 12hydroxyethyl432chloro10phenothiazinylpropylpiperazine 12hydroxyethyl432chloro10phenothiazinylpropylpiperazine 1piperazineethanol 432chlorophenothiazin10ylpropyl trihydrochloride 2432chloro10hphenothiazin10ylpropyl1piperazinylethanol 2chloro10312hydroxyethyl4piperazinylpropylphenothiazine 2chloro10342hydroxyethylpiperazin1ylpropylphenothiazine 2chloro10312hydroxyethyl4piperazinylpropyl phenothiazine 2chloro10312hydroxyethyl4piperazinylpropyl phenothiazine 2chloro10342hydroxyethylpiperazin1ylpropylphenothiazine 2432chlorophenothiazin10ylpropylpiperazin1ylethanol2432chlorophenothiazin10ylpropylpiperazin1ylethanol 2432chloro10hphenothiazin10ylpropylpiperazin1ylethanol 432chlorophenothiazin10ylpropyl1piperazineethanol 432chloro10hphenothiazin10ylpropyl1piperazineethanol 432chlorophenothiazin10ylpropyl1piperazineethanol,small molecular drug,perphenazine is a phenothiazine used to treat schizophrenia as well as nausea and vomiting,c21h26cln3os
d00290,phenacemide,acetylureum carbanmide cetylureum comitiadone eferon efron epheron epiclase felurea fenacemid fenacemida fenacemidefenacetamide fenilep fenised fenostenyl fenural fenurea fenurone fenylacetylmocovina fenytan neophedan neophenal phacetur phenacalum phenacemidum phenacereum phenacerum phenacetur phenacetylcarbamide phenacetylurea phenarone phenicarb phenuron phenurone phenutal phenylacetylurea phenylacetyluree phenyrit phetylureum carbamide phenylacetate fenacemide dcit fenylacetylmocovina czech phenylacetyluree french a1348 alphaphenylacetylurea fenacemida innspanish fenacetilkarbamide phenacemide innban phenacemidum innlatin phenurone tn symphenylacetylurea naminocarbonylbenzeneacetamide phenacemide janinn ncarbamoyl2phenylacetamide naminocarbonyl2phenylacetamide 2phenylacetylurea phenylacetylurea,small molecular drug,phenacemide is used to control certain seizures in the treatment of epilepsy this medicine acts on the central nervous system cns to reduce the number and severity of seizures,c9h10n2o2
d00291,phenacetin,phenacetin 62442 acetophenetidin n4ethoxyphenylacetamide acetphenetidin acetophenetidine acetophenetin phenacetine pacetophenetidide contradouleur commotional achrocidin phenazetin contradol codempiral 4ethoxyacetanilide 4ethoxyacetanilide acetamide n4ethoxyphenyl pacetophenetidine fenacetina phenidin pyraphen phenacitin phenacetinum fenidina phenedina phenacet pertonal fenina phenin kalmin pacetphenetidin pacetophenetide phenazetina tetracydin pethoxyacetanilide stellacyl phenodyne imidazo45e14diazapine nucleotide i,small molecular drug,phenacetin was withdrawn from the canadian market in june 1973 due to concerns regarding nephropathy damage to or disease of the kidney,c10h13no2
d00292,phenazopyridine,phenazopyridine pyridiate gastracid 94780 baridium pyrazofen urogesic 3phenylazo26pyridinediamine geridium gastrotest viridium 26pyridinediamine 3phenylazo pyridacil fenazopiridina eridium 26diamino3phenylazopyridine phenazopyridinum 26diamino3phenylazopyridine phenazopyridine innban uniik2j09emj52 phenazopyridinum innlatin fenazopiridina innspanish nsc 145895 hsdb 3153 einecs 2023632 brn 0184497 3phenyldiazenylpyridine26diamine pyridine 26diamino3phenylazo,small molecular drug,phenazopyridine is a local anesthetic used for the symptomatic relief of pain burning urgency frequency and general discomfort caused by lower urinary tract irritations that are a result of infection trauma surgery endoscopic procedures or the passage of equipment or catheters,c11h11n5
d00293,phenindione,athrombon bindan cronodione danedion danilon danilone diadilan dindevan dineval diophindane emandion emandione eridione fenhydren fenilin fenindion fenindiona hedulin hemolidione indema indion indon phenhydren phenillin phenindionum phenylen phenylin phenylindanedione phenylindione phenyline phenyllin pindione rectadione theradione thrombasal tromazal trombol boots brand of phenindione goldshield brand of phenindione merck lipha sante brand of phenindione p1029 p26406aldrich fenindiona innspanish hedulin tn phenindione inn phenindione innban phenindionum innlatin 2 phenyl 13 indandione 2fenyloindandion13 2fenyloindandion13 polish 2phenyl13diketohydrindene 2phenyl13indandione 2phenyl13indanedione 2phenyl1hindene132hdione 2phenylindan13dione 2phenylindandione 2phenyl132hindenedione 2phenyl23dihydro1hindene13dione 2phenylindene13dione,small molecular drug,an indandione that has been used as an anticoagulant phenindione has actions similar to warfarin but it is now rarely employed because of its higher incidence of severe adverse effects,c15h10o2
d00294,phenobarbital,adonal aephenal agrypnal amylofene antrocol aphenylbarbit aphenyletten austrominal barbapil barbellen barbellon barbenyl barbilehae barbinal barbipenyl barbiphen barbiphenyl barbipil barbita barbivis barbonal barbophen bardorm bartol bialminal cabronal calmetten calminal cardenal chinoin codibarbita coronaletta cratecil damoral dezibarbitur donphen dormina dormiral dormital doscalun duneryl ensobarb ensodorm epanal epidorm epilol episedal epsylone eskabarb etilfen euneryl ezibarbitur fenbital fenemal fenobarbital fenobarbitale fenosed fenylettae gardenal gardepanyl glysoletten haplopan haplos helional hennoletten henotal hypnaletten hypnette hypnogen hypnolone hypnoltol hysteps lefebar leonal lephebar lepinal lepinaletten linasen liquital lixophen lubergal lubrokal lumen lumesettes lumesyn luminal lumofridetten luphenil luramin molinal neurobarb nirvonal noptil nunol phob parkotal pharmetten phenaemal phenemal phenemalum phenobal phenobarb phenobarbitalum phenobarbitol phenobarbitone phenobarbitonum phenobarbyl phenoluric phenolurio phenomet phenonyl phenoturic phenylaethylbarbitursaeure phenylethylbarbiturate phenylethylbarbitursaeure phenylethylmalonylurea phenyletten phenylral phenyral polcominal promptonal sedabar sedicat sedizorin sedlyn sedofen sedonal sedonettes sedophen sevenal solfoton sombutol somnolens somnoletten somnosan somonal spasepilin starifen starilettae stental talpheno teolaxin teoloxin thenobarbital theoloxin theominal triabarb tridezibarbitur triphenatol versomnal zadoletten zadonal aephe nal component of antrocol component of bronkotabs component of hecadrol component of primatene p component of slowten component of tedral elixir of phenobarbital fen osed fenobarbitale dcit le phebar levsin pb drops and tablets pubertal phenobarbital study pamine pb phenobarbitalum inn phenobarbituric acid phenylethyl barbituric acid phenylethylbarbituric acid solfoton talpheno stental extentabs stental exte ntabs arcolase plus barbilehae barbilettae bluphen chardonna2 component of valpin 50pb fenobarbital innspanish gustaseplus hypnotablinetten luminal tn novapheno phazymepb phenbar phenobarbital pb phenobarbital monosodium salt phenobarbitalum innlatin skphenobarbital sedatablinen sedatabl inen sedonal sedative solubarb valprin 50pb phenobarbital usaninnjan phenylethylbarbituric acid acido 5fenil5etilbarbiturico acido 5fenil5etilbarbiturico italian phenobarbital jp15uspinn 5ethyl5phenyl2461h3h5hpyrimidinetrione5ethyl5phenyl2461h3h5hpyrimidinetrione 5ethyl5phenyl246pyrimidinetrione 5ethyl5phenylpyrimidine246trione 5ethyl5phenylbarbituric acid 5phenyl5ethylbarbituric acid5ethyl5phenyl13diazinane246trione 5ethyl5phenylpyrimidine2461h3h5htrione,small molecular drug,phenobarbital is a longlasting barbiturate and anticonvulsant used in the treatment of all types of seizures except for absent seizures,c12h12n2o3
d00295,phentermine,duromine fastin fentermina inoamin ionamin ionamine linyl lipopill lonamin mirapront normephentermine obenix obermine omnibex ortetamin ortetamina ortetaminum phentercot phenterminum phentride phentrol wilpo zantryl ona mast ortetamine inn phentermine hcl phentermine resin complex ambkkkkk744 phentermine resin 30 phentrol 2 phentrol 3 phentrol 4 adipex p tn adipexp alphabenzylisopropylamine duromine tn fastin tn fentermina innspanish ionamin tn mirapront tn obenix tn obephen tn obermine tn obytrim panbesy tn phenterex tn phentermine tn phenterminum innlatin phentremene tn phentrol tn phentromin tn profast redusa tn sinpet tn supremin tn teramine tn trenker tn umine tn weltmine tn zantryl tn alphaalphadimethylbenzeneethanamine alphaalphadimethylphenethylamine anoxineam tn obestin30 tn obytrim tn phentermine usaninn phentermine usaninnban phenyltertbutylamine phenyltertiarybutylamine profast sa tn alphaalphadimethylbetaphenylethylamine alphaalphadimethylbenzeneethanamine alphaalphadimethylphenethylamine 11dimethyl2phenylethylamine 12methylphenyl2propylamin 12tolyl2propylamine 2amino2methyl1phenylpropane 2methyl1phenyl2propanamine 2phenyltertbutylamine,small molecular drug,phentermine is a sympathomimetic anorectic agent used as a shortterm adjunct therapy that is included in a regimen of weight reduction in cases of exogenous obesity,c10h15n
d00296,phenylbutyric acid,benzenebutyric acid phenyl butanoate phenyl butyrate hdinhib000004 butanoic acid phenyl ester butyric acid phenyl ester fr2080 gammaphenylbutyric acid omegaphenylbutanoic acid gammaphenylbutyric acid butyric acid 4phenyl8ci 1phenylbutyric acid 4phenylbutanoic acid 4phenylbutyric acid 4phenylbutanoic acid 4phenylbutans 4phenylbutyrate,small molecular drug,phenylbutyric acid is an agent indicated for the adjunctive therapy for the management of chronic urea cycle disorders due to deficiencies in specific enzymes including the neonatalonset deficiency and lateonset disease with a history of hyperammonemic encephalopathy,c10h12o2
d00297,phenylbutazone,alindor alkabutazona alqoverin anerval anpuzone antadol anuspiramin arthrizon artizin artrizin artrizone artropan azdid azobutyl azolid benzone betazed bizolin bunetzone busone butacompren butacote butadion butadiona butadione butadionum butagesic butalgina butalidon butaluy butaphen butapirazol butapirazole butapyrazole butarecbon butartril butartrina butatron butazina butazolidin butazolidine butazona bute butidiona butone butoz butylpyrin buvetzone buzonchembutazone cotylbutazone digibutina diossidone diozol diphebuzol diphenylbutazone ecobutazone elmedal equipalazone equiphen eributazone esteve febuzina fenartil fenibutal fenibutasan fenibutazona fenibutol fenilbutazon fenilbutazona fenilbutazone fenilbutina fenilbutine fenilidina fenotone fenylbutazon flexazone intalbut intrabutazone intrazone ipsoflame kadol lingel malgesic mephabutazon mephabutazone merizone nadazone nadozone novophenyl phebuzin phebuzine phenbutazol phenbutazone phenopyrine phenylbutaz phenylbutazon phenylbutazonum phenyzene phenyzone praecirheumin pyrabutol pyrazolidin rectofasa reudo reudox reumasyl reumazin reumazol reumune reumuzol reupolar robizone rubatone scanbutazone schemergen schemergin shigrodin tazone tencodyne tetnor tevcodyne therazone ticinil todalgil uzone wescozone zolaphen zolidinum alka butazolidin art rizin buta phen butyl pyrin equi bute exrheudon n fe nilbutine fenilbutazone dcit phenyl butazone phenylbutazon german pirarreumol b a 7514 bizolin 200 g 13871 p 8386 p1686 p1z azolid tn apophenylbutazone butiwassimple component of azolida da192 fenilbutazona innspanish g 13871 iabut mephabutazon neozoline phenylmobuzon phenylbutazonum innlatin robizonv robizonev usaf ge15 vac10 btz phenbutavet r3zon btz bute butazolidin butatron phenylbutazone phenylbutazone jp15uspinn phenylbutazone usaninnbanjan 12diphenyl23dioxo4nbutylpyrazoline 12diphenyl35dioxo4butylpyrazolidine 12diphenyl4butyl35dioxopyrazolidine 12diphenyl4butyl35pyrazolidinedione 12diphenyl35dioxo4nbutylpyrazoline 35dioxe4 buty1 diphenylpyrazolidine 35dioxo12diphenyl4nbutylpyrazolidine 35dioxo12diphenyl4nbutylpyrazolidin 35dioxo4butyl1diphenylpyrazolidine 4butyl12diphenylpyrazolidine35dione 4butyl12diphenyl35dioxopyrazolidine 4butyl12diphenyl35pyrazolidinedione 4butyl12diphenylpyrazolidine35dione 4nbutyl12diphenyl35pyrazolidinedione,small molecular drug,phenylbutazone is an nsaid used to treat backache and ankylosing spondylitis,c19h20n2o2
d00298,pindolol,betapindol blocklin calvisken carvisken decreten durapindol pectobloc pinbetol pindololum prindolol prinodolol pynastin visken blockin l blocklin l lb 46 lb46 p 0778 betapindol tn blockin l tn blocklin l tn blocklinl calvisken tn cardilate tn carvisken tn dllb 46 dlpindolol decreten tn durapindol tn glaucoviskin glaucovisken lb46 p6820 pectobloc tn pinbetol tn pindololum innlatin prindolol tn pynastin tn visken tn blocklinl tn glaucovisken tn pindolol jp15uspinn pindolol usaninnbanjan dl42hydroxy3isopropylaminopropoxyindole pindolol 111hindol4yloxy3isopropylaminopropan2ol 11methylethylamino34indolyloxy2propanol 11hindol4yloxy31methylethylamino2propanol 11hindol4yloxy3isopropylamino2propanol 11hindol4yloxy31methylethylamino2propanol 11hindol4yloxy3isopropylaminopropan2ol 11hindol4yloxy3propan2ylaminopropan2ol 11hindol4yloxy3propan2ylaminopropan2ol 11hindol4yloxy31methylethylaminopropan2ol 11hindol4yloxy3propan2ylaminopropan2ol 1indol4yloxy3isopropylamino2propanol 42hydroxy3isopropylaminopropoxyindole 43isopropylamino2hydroxypropoxyindole,small molecular drug,pindolol is a beta adrenoceptor antagonist used to treat hypertension edema ventricular tachycardias and atrial fibrillation,c14h20n2o2
d00299,pioglitazone,111025468 actos pioglitazona pioglitazonum glustin zactos 105355279 pioglitazonum innlatin pioglitazona innspanish duetact pioglitazone innban pioglitazone baninn 5425ethylpyridin2ylethoxybenzylthiazolidine24dione ad4833 u 72107 chebi8228 pioglitazone actos hsdb 7322 actos tn 5425ethylpyridin2ylethoxybenzyl13thiazolidine24dione c19h20n2o3s ad 4833 5425ethyl2pyridylethoxybenzyl24thiazolidinedione u 72107a  actos actost glustin tn hs0047 pioglitazone inn u72107 u72107a zactos tn 5425ethyl2pyridinylethoxyphenylmethyl24thiazolidinedione 5425ethyl2pyridinylethoxyphenylmethyl24thiazolidinedione 5p2ethyl2pyridylethoxybenzyl24thiazolidinedione 24thiazolidinedione 5425ethyl2pyridinylethoxyphenylmethyl9ci 5425ethyl2pyridinylethoxyphenylmethyl24thiazolidinedione 5425ethyl2pyridylethoxybenzyl24thiazolidinedione 5425ethyl2pyridylethoxybenzylthiazolidine24dione 5425ethyl2pyridinylethoxyphenylmethyl24thiazolidinedione 5425ethylpyridin2ylethoxyphenylmethyl13thiazolidine24dione 5425ethylpyridin2ylethoxyphenylmethylthiazolidine24dione 5425ethyl2pyridylethoxyphenylmethylthiazolidine24dione linagliptin  pioglitazone pcg1,small molecular drug,pioglitazone is a thiazolidinedione used adjunctively with diet and exercise to normalize glycemic levels in adults with type 2 diabetes mellitus,c19h20n2o3s
d00300,piperazine,anthalazine antiren diethylenediamine diethyleneimine dispermine eraverm hexahydropyrazine lumbrical pze piperazidine piperazin pipersol upixon uvilon vermex vermizine wurmirazin piperazin german piperazin germany piperazine dihydrochloride dihydrochloride hydrate piperazine usan piperazine anhydrous piperazinium oleate pyrazine hexahydride ltbb000432 piperazine un2579 corrosive eraverm van piperazine hexahydrate piperazine usp piperazine hexahydrate piperazine anhydrous pyrazine hexahy vermizine tn wormaway ascatrol no 3 wormaton hexahydro14diazine 14diazacyclohexane 14diethylenediamine 14piperazine,small molecular drug,piperazine is a medication used to treat roundworm and pinworm,c4h10n2
d00301,piracetam,myocalm nootropil nootropyl kt801,small molecular drug,piracetam is a nootropic cyclic gaba derivative used in myoclonus sickle cell disease alcohol dependence and as a general cognitive enhancer,c6h10n2o2
d00302,pirenzepine,gasteril gastrotsepin gastrozepin pirenzepin pirenzepina pirenzepinum pyrenzepine ulcosan pirenzepine gastrozepin gastrozepin tn ls 519 pirenzepina innspanish pirenzepine inn pirenzepine innban pirenzepinum innlatin 114methyl1piperazinylacetyl511dihydro6hpyrido23b14benzodiazepin6one 114methylpiperazin1ylacetyl511dihydro6hpyrido23b14benzodiazepin6one 1124methylpiperazin1ylacetyl5hpyrido23b14benzodiazepin6one 511dihydro114methyl1piperazinylacetyl6hpyrido23b14benzodiazepin6one,small molecular drug,pirenzepine is an antimuscarinic agent used to treat peptic ulcers gastric ulcers and duodenal ulcers,c19h21n5o2
d00303,polythiazide,drenusil nephril politiazida polythiazidum renese p 2525 p2525 politiazida innspanish polythiazidum innlatin renese tn polythiazide janusaninn polythiazide usaninnbanjan 2methyl3betabetabetatrifluoroethylthiomethyl6chloro7sulfamyl34dihydro124benzothiadiazine 11dioxide 2h124benzothiadiazine7sulfonamide 6chloro34dihydro2methyl3222trifluoroethylthiomethyl 11dioxide 2h124benzothiadiazine7sulfonamide 6chloro34dihydro2methyl3222trifluoroethylthiomethyl 11dioxide 8ci 9ci 2h124benzothiadiazine7sulfonamide 6chloro34dihydro2methyl3222trifluoroethylthiomethyl 11dioxide 6chloro34dihydro2methyl3222trifluoroethylthiomethyl2h124benzothiadiazine7sulfonamide 11dioxide 6chloro34dihydro2methyl3222trifluoroethylthiomethyl2h124benzothiadiazine7sulfonamide 11dioxide 6chloro34dihydro2methyl7sulphamoyl3222trifluoroethylthiomethyl2hbenzo124thiadiazine 11dioxide 6chloro2methyl11dioxo3222trifluoroethylsulfanylmethyl34dihydro1 6chloro2methyl3222trifluoroethylthiomethyl34dihydro2h124benzothiadiazine7sulfonamide 11dioxide,small molecular drug,polythiazide is a thiazide diuretic used in the management of hypertension and treatment of edema,c11h13clf3n3o4s3
